2024-05-14 20:01:07,781 INFO    StreamThr :764 [internal.py:wandb_internal():86] W&B internal server running at pid: 764, started at: 2024-05-14 20:01:07.780237
2024-05-14 20:01:07,782 DEBUG   HandlerThread:764 [handler.py:handle_request():146] handle_request: status
2024-05-14 20:01:07,795 INFO    WriterThread:764 [datastore.py:open_for_write():87] open: D:\Faculty materials\BACHELORS-THESIS\TSR-CNN3\wandb\run-20240514_200107-xvl4a1vr\run-xvl4a1vr.wandb
2024-05-14 20:01:07,796 DEBUG   SenderThread:764 [sender.py:send():379] send: header
2024-05-14 20:01:07,844 DEBUG   SenderThread:764 [sender.py:send():379] send: run
2024-05-14 20:01:08,324 INFO    SenderThread:764 [dir_watcher.py:__init__():211] watching files in: D:\Faculty materials\BACHELORS-THESIS\TSR-CNN3\wandb\run-20240514_200107-xvl4a1vr\files
2024-05-14 20:01:08,326 INFO    SenderThread:764 [sender.py:_start_run_threads():1124] run started: xvl4a1vr with start time 1715706067.780237
2024-05-14 20:01:08,336 DEBUG   HandlerThread:764 [handler.py:handle_request():146] handle_request: check_version
2024-05-14 20:01:08,337 DEBUG   SenderThread:764 [sender.py:send_request():406] send_request: check_version
2024-05-14 20:01:08,598 DEBUG   HandlerThread:764 [handler.py:handle_request():146] handle_request: run_start
2024-05-14 20:01:08,607 DEBUG   HandlerThread:764 [system_info.py:__init__():26] System info init
2024-05-14 20:01:08,607 DEBUG   HandlerThread:764 [system_info.py:__init__():41] System info init done
2024-05-14 20:01:08,607 INFO    HandlerThread:764 [system_monitor.py:start():194] Starting system monitor
2024-05-14 20:01:08,608 INFO    SystemMonitor:764 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-05-14 20:01:08,608 INFO    HandlerThread:764 [system_monitor.py:probe():214] Collecting system info
2024-05-14 20:01:08,611 INFO    SystemMonitor:764 [interfaces.py:start():190] Started cpu monitoring
2024-05-14 20:01:08,615 DEBUG   HandlerThread:764 [system_info.py:probe():150] Probing system
2024-05-14 20:01:08,615 INFO    SystemMonitor:764 [interfaces.py:start():190] Started disk monitoring
2024-05-14 20:01:08,622 INFO    SystemMonitor:764 [interfaces.py:start():190] Started memory monitoring
2024-05-14 20:01:08,630 INFO    SystemMonitor:764 [interfaces.py:start():190] Started network monitoring
2024-05-14 20:01:08,631 DEBUG   HandlerThread:764 [system_info.py:_probe_git():135] Probing git
2024-05-14 20:01:08,732 DEBUG   HandlerThread:764 [system_info.py:_probe_git():143] Probing git done
2024-05-14 20:01:08,732 DEBUG   HandlerThread:764 [system_info.py:probe():198] Probing system done
2024-05-14 20:01:08,732 DEBUG   HandlerThread:764 [system_monitor.py:probe():223] {'os': 'Windows-10-10.0.19045-SP0', 'python': '3.10.10', 'heartbeatAt': '2024-05-14T17:01:08.615885', 'startedAt': '2024-05-14T17:01:07.766226', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': 'D:\\Faculty materials\\BACHELORS-THESIS\\TSR-CNN3\\train.py', 'codePathLocal': 'train.py', 'codePath': 'TSR-CNN3\\train.py', 'git': {'remote': 'https://github.com/AlexandraViorel/BACHELORS-THESIS.git', 'commit': '60f536525c98afaeb071d9c8aa140337024afa3a'}, 'email': 'alexsig22@yahoo.com', 'root': 'D:/Faculty materials/BACHELORS-THESIS', 'host': 'LAPTOP-JI02NQ9M', 'username': 'alexs', 'executable': 'D:\\Faculty materials\\BACHELORS-THESIS\\.venv\\Scripts\\python.exe', 'cpu_count': 4, 'cpu_count_logical': 8, 'cpu_freq': {'current': 2112.0, 'min': 0.0, 'max': 2112.0}, 'cpu_freq_per_core': [{'current': 2112.0, 'min': 0.0, 'max': 2112.0}], 'disk': {'/': {'total': 337.32519149780273, 'used': 272.37522888183594}}, 'memory': {'total': 15.837203979492188}}
2024-05-14 20:01:08,732 INFO    HandlerThread:764 [system_monitor.py:probe():224] Finished collecting system info
